name,ibge_code,state,capital,category_number,label_name,latitude,longitude
"São Lourenço Cianorte ",4105508,PR,Cianorte,10,São Lourenço,-23.6538131528275,-52.6091508905561
"Vidigal Cianorte ",4105508,PR,Cianorte,15,Vidigal,-23.6538131528275,-52.6091508905561
Cidade Gaucha,4105607,PR,Cidade Gaúcha,5,Cidade Gaúcha,-23.3741973865545,-52.940525149061
Clevelandia,4105706,PR,Clevelândia,5,Clevelândia,-26.4052052933615,-52.352986201218
"Coronel Firmino Martins Clevelandia ",4105706,PR,Clevelândia,10,Coronel Firmino Martins,-26.4052052933615,-52.352986201218
"São Francisco de Sales Clevelandia ",4105706,PR,Clevelândia,15,São Francisco de Sales,-26.4052052933615,-52.352986201218
Colombo,4105805,PR,Colombo,5,Colombo,-25.2943402945361,-49.2274379772727
Colorado,4105904,PR,Colorado,5,Colorado,-22.83789753,-51.9744162121383
Alto Alegre Colorado,4105904,PR,Colorado,10,Alto Alegre,-22.83789753,-51.9744162121383
Congonhinhas,4106001,PR,Congonhinhas,5,Congonhinhas,-23.5469021022166,-50.5544280470447
"Santa Maria do Rio do Peixe Congonhinhas ",4106001,PR,Congonhinhas,10,Santa Maria do Rio do Peixe,-23.5469021022166,-50.5544280470447
"São Francisco de Imbau Congonhinhas ",4106001,PR,Congonhinhas,15,São Francisco de Imbaú,-23.5469021022166,-50.5544280470447
Conselheiro Mairinck,4106100,PR,Conselheiro Mairinck,5,Conselheiro Mairinck,-23.6215617142487,-50.1717730024103
Contenda,4106209,PR,Contenda,5,Contenda,-25.6807663095901,-49.5316118696956
"Catanduvas do Sul Contenda ",4106209,PR,Contenda,10,Catanduvas do Sul,-25.6807663095901,-49.5316118696956
Corbelia,4106308,PR,Corbélia,5,Corbélia,-24.7996495159732,-53.2965277769968
"Ouro Verde do Piquiri Corbelia ",4106308,PR,Corbélia,25,Ouro Verde do Piquiri,-24.7996495159732,-53.2965277769968
"Nossa Senhora da Penha Corbelia ",4106308,PR,Corbélia,30,Nossa Senhora da Penha,-24.7996495159732,-53.2965277769968
Cornelio Procopio,4106407,PR,Cornélio Procópio,5,Cornélio Procópio,-23.1832575,-50.6514844783365
"Congonhas Cornelio Procopio ",4106407,PR,Cornélio Procópio,10,Congonhas,-23.1832575,-50.6514844783365
Coronel Domingos Soares,4106456,PR,Coronel Domingos Soares,5,Coronel Domingos Soares,-26.2265477684456,-52.0345386761735
Coronel Vivida,4106506,PR,Coronel Vivida,5,Coronel Vivida,-25.9781534980571,-52.567086635376
"Vista Alegre Coronel Vivida ",4106506,PR,Coronel Vivida,10,Vista Alegre,-25.9781534980571,-52.567086635376
Corumbátai do Sul,4106555,PR,Corumbátaí do Sul,5,Corumbátaí do Sul,-24.097412385249,-52.1241853003798
Cruz Machado,4106803,PR,Cruz Machado,5,Cruz Machado,-26.0172688782083,-51.3477095246118
"Pinare Cruz Machado ",4106803,PR,Cruz Machado,10,Pinaré,-26.0172688782083,-51.3477095246118
"Santana Cruz Machado ",4106803,PR,Cruz Machado,15,Santana,-26.0172688782083,-51.3477095246118
Cruzeiro do Iguacu,4106571,PR,Cruzeiro do Iguaçu,5,Cruzeiro do Iguaçu,-25.6165692702865,-53.1268226637842
Cruzeiro do Oeste,4106605,PR,Cruzeiro do Oeste,5,Cruzeiro do Oeste,-23.7769048606571,-53.0818216076221
"Cafeeiros Cruzeiro do Oeste ",4106605,PR,Cruzeiro do Oeste,10,Cafeeiros,-23.7769048606571,-53.0818216076221
"São Silvestre Cruzeiro do Oeste ",4106605,PR,Cruzeiro do Oeste,15,São Silvestre,-23.7769048606571,-53.0818216076221
Cruzeiro do Sul,4106704,PR,Cruzeiro do Sul,5,Cruzeiro do Sul,-7.63069000500981,-72.6725313174358
Cruzmaltina,4106852,PR,Cruzmaltina,5,Cruzmaltina,-23.9933276018928,-51.4442466489686
Curitiba,4106902,PR,Curitiba,5,Curitiba,1058,
Curiuva,4107009,PR,Curiúva,5,Curiúva,-24.0358255892878,-50.4594055244877
"Alecrim Curiuva ",4107009,PR,Curiúva,10,Alecrim,-24.0358255892878,-50.4594055244877
Diamante do Norte,4107108,PR,Diamante do Norte,5,Diamante do Norte,-22.6572061502022,-52.8641112387079
Diamante do Sul,4107124,PR,Diamante do Sul,5,Diamante do Sul,-25.0351919283102,-52.6881907613318
Diamante D Oeste,4107157,PR,Diamante D'Oeste,5,Diamante D'Oeste,-7.42358342115025,-38.2650442086435
Dois Vizinhos,4107207,PR,Dois Vizinhos,5,Dois Vizinhos,-25.74601002,-53.0548359924348
"Santa Lucia Dois Vizinhos ",4107207,PR,Dois Vizinhos,30,Santa Lúcia,-25.74601002,-53.0548359924348
Douradina,4107256,PR,Douradina,5,Douradina,-22.0455302820426,-54.6079306686314
Doutor Camargo,4107306,PR,Doutor Camargo,5,Doutor Camargo,-23.5559013269844,-52.2227214970694
Doutor Ulysses,4128633,PR,Doutor Ulysses,5,Doutor Ulysses,-24.5678364522416,-49.4197717989297
Eneas Marques,4107405,PR,Enéas Marques,5,Enéas Marques,-25.9407559827093,-53.166185268213
"Pinhalzinho Eneas Marques ",4107405,PR,Enéas Marques,15,Pinhalzinho,-25.9407559827093,-53.166185268213
"Vista Alegre Eneas Marques ",4107405,PR,Enéas Marques,20,Vista Alegre,-25.9407559827093,-53.166185268213
Engenheiro Beltrao,4107504,PR,Engenheiro Beltrão,5,Engenheiro Beltrão,-23.80114407037,-52.2600351547591
"Figueira do Oeste Engenheiro Beltrao ",4107504,PR,Engenheiro Beltrão,7,Figueira do Oeste,-23.80114407037,-52.2600351547591
"Ivailandia Engenheiro Beltrao ",4107504,PR,Engenheiro Beltrão,9,Ivailândia,-23.80114407037,-52.2600351547591
"Sertãozinho Engenheiro Beltrao ",4107504,PR,Engenheiro Beltrão,10,Sertãozinho,-23.80114407037,-52.2600351547591
"Sussui Engenheiro Beltrao ",4107504,PR,Engenheiro Beltrão,15,Sussuí,-23.80114407037,-52.2600351547591
"Triangulo Engenheiro Beltrao ",4107504,PR,Engenheiro Beltrão,20,Triângulo,-23.80114407037,-52.2600351547591
Entre Rios do Oeste,4107538,PR,Entre Rios do Oeste,5,Entre Rios do Oeste,-24.7081421701975,-54.2448936714884
Esperança Nova,4107520,PR,Esperança Nova,5,Esperança Nova,-23.7246547648773,-53.8104950389931
Espigao Alto do Iguacu,4107546,PR,Espigão Alto do Iguaçu,5,Espigão Alto do Iguaçu,-25.4266700616993,-52.8382134986902
Farol,4107553,PR,Farol,5,Farol,-24.0990946186794,-52.6262151802103
Faxinal,4107603,PR,Faxinal,5,Faxinal,-24.0039270722271,-51.3201059317839
"Nova Altamira Faxinal ",4107603,PR,Faxinal,15,Nova Altamira,-24.0039270722271,-51.3201059317839
Fazenda Rio Grande,4107652,PR,Fazenda Rio Grande,5,Fazenda Rio Grande,-25.6414002186938,-49.3232931947119
Fenix,4107702,PR,Fênix,5,Fênix,-23.9206947065803,-51.9844644869602
Bela Vista do Ivai Fenix,4107702,PR,Fênix,10,Bela Vista do Ivaí,-23.9206947065803,-51.9844644869602
"Porteira Preta Fenix ",4107702,PR,Fênix,15,Porteira Preta,-23.9206947065803,-51.9844644869602
Fernandes Pinheiro,4107736,PR,Fernandes Pinheiro,5,Fernandes Pinheiro,-25.4122422979542,-50.5474142544109
Figueira,4107751,PR,Figueira,5,Figueira,-23.8434107619382,-50.4092010911711
Flor da Serra do Sul,4107850,PR,Flor da Serra do Sul,5,Flor da Serra do Sul,-26.2552988459276,-53.3085976818885
Florai,4107801,PR,Floraí,5,Floraí,-23.3198456635855,-52.3029843729815
"Nova Bilac Florai ",4107801,PR,Floraí,10,Nova Bilac,-23.3198456635855,-52.3029843729815
Floresta,4107900,PR,Floresta,5,Floresta,-8.6008265,-38.5712393419872
Florestopolis,4108007,PR,Florestópolis,5,Florestópolis,-22.8591043044292,-51.3838226518282
Florida,4108106,PR,Flórida,5,Flórida,-23.0878019097437,-51.9558280909722
Formosa do Oeste,4108205,PR,Formosa do Oeste,5,Formosa do Oeste,-24.2941972137273,-53.3161610107395
Foz do Iguaçu,4108304,PR,Foz do Iguaçu,5,Foz do Iguaçu,-25.5424932795293,-54.5871024886047
Alvorada do Iguacu Foz do Iguacu,4108304,PR,Foz do Iguaçu,10,Alvorada do Iguaçu,-25.5424932795293,-54.5871024886047
Foz do Jordao,4108452,PR,Foz do Jordão,5,Foz do Jordão,-25.7334396202596,-52.1256275318311
Francisco Alves,4108320,PR,Francisco Alves,5,Francisco Alves,-24.0675754043871,-53.8440159671513
"Rio Bonito Francisco Alves ",4108320,PR,Francisco Alves,10,Rio Bonito,-24.0675754043871,-53.8440159671513
Francisco Beltrao,4108403,PR,Francisco Beltrão,5,Francisco Beltrão,-26.07845,-53.0561357214894
"Jacutinga Francisco Beltrao ",4108403,PR,Francisco Beltrão,7,Jacutinga,-26.07845,-53.0561357214894
"Nova Concórdia Francisco Beltrao ",4108403,PR,Francisco Beltrão,10,Nova Concórdia,-26.07845,-53.0561357214894
"São Pio X Francisco Beltrao ",4108403,PR,Francisco Beltrão,20,São Pio X,-26.07845,-53.0561357214894
"Seccao Jacare Francisco Beltrao ",4108403,PR,Francisco Beltrão,25,Secção Jacaré,-26.07845,-53.0561357214894
General Carneiro,4108502,PR,General Carneiro,5,General Carneiro,-26.4258025265901,-51.3168589232395
"Jangada do Sul General Carneiro ",4108502,PR,General Carneiro,15,Jangada do Sul,-26.4258025265901,-51.3168589232395
Godoy Moreira,4108551,PR,Godoy Moreira,5,Godoy Moreira,-24.1928594485963,-51.9243682163217
Goioere,4108601,PR,Goioerê,5,Goioerê,-24.1891883938618,-53.0273189133007
Goioxim,4108650,PR,Goioxim,5,Goioxim,-25.2015403111031,-52.0055879661652
Grandes Rios,4108700,PR,Grandes Rios,5,Grandes Rios,-24.1461940122141,-51.5087423991262
"Ribeirão Bonito Grandes Rios ",4108700,PR,Grandes Rios,10,Ribeirão Bonito,-24.1461940122141,-51.5087423991262
Guaira,4108809,PR,Guaíra,5,Guaíra,-24.08527548,-54.2467577203893
"Doutor Oliveira Castro Guaira ",4108809,PR,Guaíra,10,Doutor Oliveira Castro,-24.08527548,-54.2467577203893
Guairaca,4108908,PR,Guairaçá,5,Guairaçá,-22.9382439477033,-52.6910396163512
Guamiranga,4108957,PR,Guamiranga,5,Guamiranga,-25.1899094536303,-50.8098759006677
Guapirama,4109005,PR,Guapirama,5,Guapirama,-23.5166402424419,-50.0426137439964
Guaporema,4109104,PR,Guaporema,5,Guaporema,-23.3429843451037,-52.7782437828839
Guaraci,4109203,PR,Guaraci,5,Guaraci,-22.9744292672903,-51.6503853708561
Bentopolis Guaraci,4109203,PR,Guaraci,10,Bentópolis,-22.9744292672903,-51.6503853708561
Guaraniacu,4109302,PR,Guaraniaçu,5,Guaraniaçu,-25.0986499165701,-52.8696324396125
Bela Vista Guaraniacu,4109302,PR,Guaraniaçu,10,Bela Vista,-25.0986499165701,-52.8696324396125
Borman Guaraniacu,4109302,PR,Guaraniaçu,15,-25.0986499165701,-52.8696324396125,
"Guapore Guaraniacu ",4109302,PR,Guaraniaçu,30,Guaporé,-25.0986499165701,-52.8696324396125
Guarapuava,4109401,PR,Guarapuava,5,Guarapuava,-25.39359198,-51.4634310776746
"Atalaia Guarapuava ",4109401,PR,Guarapuava,7,Atalaia,-25.39359198,-51.4634310776746
"Entre Rios Guarapuava ",4109401,PR,Guarapuava,35,Entre Rios,-25.39359198,-51.4634310776746
"Guairaca Guarapuava ",4109401,PR,Guarapuava,45,Guairacá,-25.39359198,-51.4634310776746
"Guara Guarapuava ",4109401,PR,Guarapuava,50,Guará,-25.39359198,-51.4634310776746
"Palmeirinha Guarapuava ",4109401,PR,Guarapuava,75,Palmeirinha,-25.39359198,-51.4634310776746
Guaraquecaba,4109500,PR,Guaraqueçaba,5,Guaraqueçaba,-25.3004374743932,-48.3260489326164
Ararapira Guaraquecaba,4109500,PR,Guaraqueçaba,10,Ararapira,-25.3004374743932,-48.3260489326164
"Serra Negra Guaraquecaba ",4109500,PR,Guaraqueçaba,15,Serra Negra,-25.3004374743932,-48.3260489326164
Guaratuba,4109609,PR,Guaratuba,5,Guaratuba,-25.874241975,-48.5757259604424
"Pedra Branca do Araraquara Guaratuba ",4109609,PR,Guaratuba,10,Pedra Branca do Araraquara,-25.874241975,-48.5757259604424
Honorio Serpa,4109658,PR,Honório Serpa,5,Honório Serpa,-26.1429662070044,-52.3830290561902
"Pinho Fleck Honorio Serpa ",4109658,PR,Honório Serpa,10,Pinho Fleck,-26.1429662070044,-52.3830290561902
Ibaiti,4109708,PR,Ibaiti,5,Ibaiti,-23.849821485,-50.1906662735549
"Amorinha Ibaiti ",4109708,PR,Ibaiti,10,Amorinha,-23.849821485,-50.1906662735549
"Campinho Ibaiti ",4109708,PR,Ibaiti,12,Campinho,-23.849821485,-50.1906662735549
"Euzebio de Oliveira Ibaiti ",4109708,PR,Ibaiti,15,Euzébio de Oliveira,-23.849821485,-50.1906662735549
"Vassoural Ibaiti ",4109708,PR,Ibaiti,20,Vassoural,-23.849821485,-50.1906662735549
"Vila Guay Ibaiti ",4109708,PR,Ibaiti,25,Vila Guay,-23.849821485,-50.1906662735549
Ibema,4109757,PR,Ibema,5,Ibema,-25.1128670711596,-53.0231216933671
Ibipora,4109807,PR,Ibiporã,5,Ibiporã,-23.269331475,-51.0580336739701
Icaraima,4109906,PR,Icaraíma,5,Icaraíma,-23.3967114280053,-53.6255701622959
"Porto Camargo Icaraima ",4109906,PR,Icaraíma,10,Porto Camargo,-23.3967114280053,-53.6255701622959
"Vila Rica do Ivai Icaraima ",4109906,PR,Icaraíma,15,Vila Rica do Ivaí,-23.3967114280053,-53.6255701622959
Iguaracu,4110003,PR,Iguaraçu,5,Iguaraçu,-23.1947806086687,-51.8247742046263
Iguatu,4110052,PR,Iguatu,5,Iguatu,-6.36055472004592,-39.2999056781645
Imbau,4110078,PR,Imbaú,5,Imbaú,-24.4427970837244,-50.7493089935498
Imbituva,4110102,PR,Imbituva,5,Imbituva,-25.2306130382221,-50.5974729665313
"Apiaba Imbituva ",4110102,PR,Imbituva,10,Apiaba,-25.2306130382221,-50.5974729665313
Inacio Martins,4110201,PR,Inácio Martins,5,Inácio Martins,-25.5721626869871,-51.0749452987122
Inaja,4110300,PR,Inajá,5,Inajá,-22.7491161251096,-52.2023437503346
Indianopolis,4110409,PR,Indianópolis,5,Indianópolis,-23.4797105011699,-52.7010569081576
Ipiranga,4110508,PR,Ipiranga,5,Ipiranga,-25.0130228282322,-50.5812401343906
Ipora,4110607,PR,Iporã,5,Iporã,-16.4400026707082,-51.1195950892158
"Nilza Ipora ",4110607,PR,Iporã,14,Nilza,-16.4400026707082,-51.1195950892158
"Nova Santa Helena Ipora ",4110607,PR,Iporã,15,Nova Santa Helena,-16.4400026707082,-51.1195950892158
Iracema do Oeste,4110656,PR,Iracema do Oeste,5,Iracema do Oeste,-24.4290304152957,-53.358110555243
Irati,4110706,PR,Irati,5,Irati,-26.6572269448,-52.8950113563078
"Goncalves Junior Irati ",4110706,PR,Irati,10,Gonçalves Júnior,-26.6572269448,-52.8950113563078
"Guamirim Irati ",4110706,PR,Irati,15,Guamirim,-26.6572269448,-52.8950113563078
"Itapara Irati ",4110706,PR,Irati,20,Itapará,-26.6572269448,-52.8950113563078
Iretama,4110805,PR,Iretama,5,Iretama,-24.4211415593772,-52.101576622284
"Aguas de Jurema Iretama ",4110805,PR,Iretama,6,Águas de Jurema,-24.4211415593772,-52.101576622284
"Marilu Iretama ",4110805,PR,Iretama,10,Marilu,-24.4211415593772,-52.101576622284
Itaguaje,4110904,PR,Itaguajé,5,Itaguajé,-22.614782675702,-51.9693404488617
Itaipulandia,4110953,PR,Itaipulândia,5,Itaipulândia,-25.1384806509619,-54.3050007423361
"São José do Itavo Itaipulandia ",4110953,PR,Itaipulândia,25,São José do Itavó,-25.1384806509619,-54.3050007423361
Itambaraca,4111001,PR,Itambaracá,5,Itambaracá,-23.0147685088751,-50.4090904668323
"São Joaquim do Pontal Itambaraca ",4111001,PR,Itambaracá,10,São Joaquim do Pontal,-23.0147685088751,-50.4090904668323
Itambe,4111100,PR,Itambé,5,Itambé,-15.2480191939772,-40.6240417223752
Itapejara d Oeste,4111209,PR,Itapejara d'Oeste,5,Itapejara d'Oeste,-27.2817787174759,-52.3291825163272
"Barra Grande Itapejara d Oeste ",4111209,PR,Itapejara d'Oeste,10,Barra Grande,-27.2817787174759,-52.3291825163272
"Coxilha Rica Itapejara d Oeste ",4111209,PR,Itapejara d'Oeste,15,Coxilha Rica,-27.2817787174759,-52.3291825163272
Itaperucu,4111258,PR,Itaperuçu,5,Itaperuçu,-25.214469525,-49.3428643436738
Itauna do Sul,4111308,PR,Itaúna do Sul,5,Itaúna do Sul,-22.7268769277415,-52.8850248105017
Ivai,4111407,PR,Ivaí,5,Ivaí,-25.008262582518,-50.8614257041266
"Bom Jardim do Sul Ivai ",4111407,PR,Ivaí,10,Bom Jardim do Sul,-25.008262582518,-50.8614257041266
Ivaipora,4111506,PR,Ivaiporã,5,Ivaiporã,-24.24194802,-51.6745520468117
Alto Pora Ivaipora,4111506,PR,Ivaiporã,10,Alto Porã,-24.24194802,-51.6745520468117
"Jacutinga Ivaipora ",4111506,PR,Ivaiporã,25,Jacutinga,-24.24194802,-51.6745520468117
"Santa Barbara Ivaipora ",4111506,PR,Ivaiporã,35,Santa Bárbara,-24.24194802,-51.6745520468117
Ivate,4111555,PR,Ivaté,5,Ivaté,-23.4095888739513,-53.3738794057888
"Herculandia Ivate ",4111555,PR,Ivaté,15,Herculândia,-23.4095888739513,-53.3738794057888
Ivatuba,4111605,PR,Ivatuba,5,Ivatuba,-23.6182744112522,-52.2176692790419
Jaboti,4111704,PR,Jaboti,5,Jaboti,-23.7357406011678,-50.0734525498615
Jacarezinho,4111803,PR,Jacarezinho,5,Jacarezinho,-23.160116475,-49.9785725343256
Jaguapita,4111902,PR,Jaguapitã,5,Jaguapitã,-23.1177827565859,-51.5406168453571
Jaguariaiva,4112009,PR,Jaguariaíva,5,Jaguariaíva,-24.2530565,-49.7121863019608
"Eduardo Xavier da Silva Jaguariaiva ",4112009,PR,Jaguariaíva,10,Eduardo Xavier da Silva,-24.2530565,-49.7121863019608
Jandaia do Sul,4112108,PR,Jandaia do Sul,5,Jandaia do Sul,-23.6011789160911,-51.6433953621984
"São José Jandaia do Sul ",4112108,PR,Jandaia do Sul,10,São José,-23.6011789160911,-51.6433953621984
Janiopolis,4112207,PR,Janiópolis,5,Janiópolis,-24.1414499417911,-52.782551780046
Arapuan Janiopolis,4112207,PR,Janiópolis,10,-24.1414499417911,-52.782551780046,
Japira,4112306,PR,Japira,5,Japira,-23.8074805268044,-50.1385951194178
"Novo Jardim Japira ",4112306,PR,Japira,10,Novo Jardim,-23.8074805268044,-50.1385951194178
Japura,4112405,PR,Japurá,5,Japurá,-1.880844858703,-66.9969034946413
Jardim Alegre,4112504,PR,Jardim Alegre,5,Jardim Alegre,-24.1811374455632,-51.6943350083947
Jardim Olinda,4112603,PR,Jardim Olinda,5,Jardim Olinda,-22.5526316001824,-52.0381409640909
Jataizinho,4112702,PR,Jataizinho,5,Jataizinho,-23.257265121515,-50.9740548451338
"Antônio Brandao de Oliveira Jataizinho ",4112702,PR,Jataizinho,10,Antônio Brandão de Oliveira,-23.257265121515,-50.9740548451338
"Frei Timoteo Jataizinho ",4112702,PR,Jataizinho,15,Frei Timóteo,-23.257265121515,-50.9740548451338
Jesuitas,4112751,PR,Jesuítas,5,Jesuítas,-24.3772489097272,-53.3881148800191
"Caraja Jesuitas ",4112751,PR,Jesuítas,10,Carajá,-24.3772489097272,-53.3881148800191
Joaquim Tavora,4112801,PR,Joaquim Távora,5,Joaquim Távora,-23.5004885244257,-49.9244568128405
"Joa Joaquim Tavora ",4112801,PR,Joaquim Távora,10,Joá,-23.5004885244257,-49.9244568128405
Jundiai do Sul,4112900,PR,Jundiaí do Sul,5,Jundiaí do Sul,-23.437909451052,-50.2493535652284
Juranda,4112959,PR,Juranda,5,Juranda,-24.4163906494412,-52.8444864982627
"Primavera Juranda ",4112959,PR,Juranda,8,Primavera,-24.4163906494412,-52.8444864982627
"Rio Verde Juranda ",4112959,PR,Juranda,10,Rio Verde,-24.4163906494412,-52.8444864982627
Jussara,4113007,PR,Jussara,5,Jussara,-11.0545549483525,-41.9797319275478
Kalore,4113106,PR,Kaloré,5,Kaloré,-23.8234388793882,-51.6651419267049
Lapa,4113205,PR,Lapa,5,Lapa,-25.765102485,-49.7185958084251
"Agua Azul Lapa ",4113205,PR,Lapa,10,Água Azul,-25.765102485,-49.7185958084251
"Mariental Lapa ",4113205,PR,Lapa,15,Mariental,-25.765102485,-49.7185958084251
Laranjal,4113254,PR,Laranjal,5,Laranjal,-21.3636296128679,-42.4806742915843
Laranjeiras do Sul,4113304,PR,Laranjeiras do Sul,5,Laranjeiras do Sul,-25.4016815101669,-52.4088474232637
"Passo Liso Laranjeiras do Sul ",4113304,PR,Laranjeiras do Sul,25,Passo Liso,-25.4016815101669,-52.4088474232637
Leopolis,4113403,PR,Leópolis,5,Leópolis,-23.0799224936918,-50.755124972908
Lidianopolis,4113429,PR,Lidianópolis,5,Lidianópolis,-24.1067664133174,-51.6541506163069
Lindoeste,4113452,PR,Lindoeste,5,Lindoeste,-25.2559851259617,-53.5771259362793
Loanda,4113502,PR,Loanda,5,Loanda,-22.9302286218534,-53.1344689597801
Lobato,4113601,PR,Lobato,5,Lobato,-23.0041580768891,-51.9537492142271
Londrina,4113700,PR,Londrina,5,Londrina,-23.312156,-51.1627734238781
Luiziana,4113734,PR,Luiziana,5,Luiziana,-24.2800814126702,-52.2819056183387
Lunardelli,4113759,PR,Lunardelli,5,Lunardelli,-24.078046360677,-51.7445483867649
Lupionopolis,4113809,PR,Lupionópolis,5,Lupionópolis,-22.7519945229726,-51.65687284024
"Maira Lupionopolis ",4113809,PR,Lupionópolis,10,Mairá,-22.7519945229726,-51.65687284024
Mallet,4113908,PR,Mallet,5,Mallet,-25.8737880845276,-50.8275686221384
"Dorizon Mallet ",4113908,PR,Mallet,10,-25.8737880845276,-50.8275686221384,
"Rio Claro do Sul Mallet ",4113908,PR,Mallet,15,Rio Claro do Sul,-25.8737880845276,-50.8275686221384
Mambore,4114005,PR,Mamborê,5,Mamborê,-24.3218130807396,-52.5290941575477
Mandaguacu,4114104,PR,Mandaguaçu,5,Mandaguaçu,-23.3427891418224,-52.0942530606026
Mandaguari,4114203,PR,Mandaguari,5,Mandaguari,-23.517452,-51.6812520884286
Mandirituba,4114302,PR,Mandirituba,5,Mandirituba,-25.7596206130936,-49.3227825970264
"Areia Branca dos Assis Mandirituba ",4114302,PR,Mandirituba,10,Areia Branca dos Assis,-25.7596206130936,-49.3227825970264
Manfrinopolis,4114351,PR,Manfrinópolis,5,Manfrinópolis,-26.1437768725464,-53.3125829630542
Mangueirinha,4114401,PR,Mangueirinha,5,Mangueirinha,-25.942981341552,-52.1763258293897
"Covo Mangueirinha ",4114401,PR,Mangueirinha,10,Covó,-25.942981341552,-52.1763258293897
Manoel Ribas,4114500,PR,Manoel Ribas,5,Manoel Ribas,-24.5217308774069,-51.6690785950707
"Barra Santa Salete Manoel Ribas ",4114500,PR,Manoel Ribas,10,Barra Santa Salete,-24.5217308774069,-51.6690785950707
Marechal Candido 4114609,,Marechal Cândido 05,Marechal Cândido -24.559254495,-54.0600078164531,,,
Maria Helena,4114708,PR,Maria Helena,5,Maria Helena,-23.6176096561206,-53.2048192711896
"Carbonera Maria Helena ",4114708,PR,Maria Helena,10,Carbonera,-23.6176096561206,-53.2048192711896
Marialva,4114807,PR,Marialva,5,Marialva,-23.484758535,-51.7980569139104
"Santa Fe do Pirapo Marialva ",4114807,PR,Marialva,10,Santa Fé do Pirapó,-23.484758535,-51.7980569139104
"São Luiz Marialva ",4114807,PR,Marialva,15,São Luiz,-23.484758535,-51.7980569139104
"São Miguel do Cambui Marialva ",4114807,PR,Marialva,20,São Miguel do Cambuí,-23.484758535,-51.7980569139104
Marilandia do Sul,4114906,PR,Marilândia do Sul,5,Marilândia do Sul,-23.7457790925403,-51.3092905257137
"Nova Amoreira Marilandia do Sul ",4114906,PR,Marilândia do Sul,25,Nova Amoreira,-23.7457790925403,-51.3092905257137
Marilena,4115002,PR,Marilena,5,Marilena,-22.7318252451306,-53.0371858842334
"Ipanema Marilena ",4115002,PR,Marilena,10,Ipanema,-22.7318252451306,-53.0371858842334
Mariluz,4115101,PR,Mariluz,5,Mariluz,-24.0037326297737,-53.1515258188949
"São Luiz Mariluz ",4115101,PR,Mariluz,10,São Luiz,-24.0037326297737,-53.1515258188949
Maringa,4115200,PR,Maringá,5,Maringá,-23.42228,-51.9398818702521
"Floriano Maringa ",4115200,PR,Maringá,10,Floriano,-23.42228,-51.9398818702521
"Iguatemi Maringa ",4115200,PR,Maringá,15,Iguatemi,-23.42228,-51.9398818702521
Mariopolis,4115309,PR,Mariópolis,5,Mariópolis,-26.3558427427168,-52.5577480020641
"Rio Pinheiro Mariopolis ",4115309,PR,Mariópolis,10,Rio Pinheiro,-26.3558427427168,-52.5577480020641
"Senhor Bom Jesus dos Gramados Mariopolis ",4115309,PR,Mariópolis,15,Senhor Bom Jesus dos Gramados,-26.3558427427168,-52.5577480020641
Maripa,4115358,PR,Maripá,5,Maripá,-24.4172088392526,-53.8334777829878
"Candeia Maripa ",4115358,PR,Maripá,10,Candeia,-24.4172088392526,-53.8334777829878
